feature_politeness_==Please==,feature_politeness_==Please_start==,feature_politeness_==HASHEDGE==,feature_politeness_==Indirect_(btw)==,feature_politeness_==Hedges==,feature_politeness_==Factuality==,feature_politeness_==Deference==,feature_politeness_==Gratitude==,feature_politeness_==Apologizing==,feature_politeness_==1st_person_pl.==,feature_politeness_==1st_person==,feature_politeness_==1st_person_start==,feature_politeness_==2nd_person==,feature_politeness_==2nd_person_start==,feature_politeness_==Indirect_(greeting)==,feature_politeness_==Direct_question==,feature_politeness_==Direct_start==,feature_politeness_==HASPOSITIVE==,feature_politeness_==HASNEGATIVE==,feature_politeness_==SUBJUNCTIVE==,feature_politeness_==INDICATIVE==,msg_id,HITId,Input.sentence_id,Input.convo_id,Input.train_test_val,Input.msg_id,Input.timestamp,Input.full_text,Input.speaker,Input.reply_to,Input.speaker_intention,Input.reciever_perception,Input.reciever,Input.absolute_message_index,Input.relative_message_index,Input.year,Input.game_score_speaker,Input.game_score_receiver,Input.game_score_delta,Input.deception_quadrant,Input.num_words,Input.num_characters,Input.sno,Input.sno1,Input.similar_text_id,affcon_gamemove,affcon_reasoning,affcon_rapport,affcon_shareinformation,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Game3-england-italy-20,3YO4AH2FPDKXHPPVQFPALF9351NQ0W,14761,Game3-england-italy,Train,Game3-england-italy-20,48,Not a problem we're ever likely to have.,italy-Game3,Game3-england-italy-19,Truth,Truth,england-Game3,48,20,1901,3,3,0,Straightforward,8,40,81,24.0,12811,1.0,1.0,1.0,1.0,8,38.60,50.00,7.84,1.00,8.00,12.50,100.00,75.00,12.50,12.50,0.00,12.50,0.00,0.00,0.00,0.00,12.50,12.50,12.50,12.50,0.00,12.50,25.00,0.00,0.00,0.00,0.00,0.00,12.50,0.00,12.50,0.00,0.00,0.00,12.50,0.00,0.00,0.00,0.00,50.00,0.00,0.00,12.50,12.50,12.50,12.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,12.50,0.00,0.00,0.00,12.50,0.00,25.00,0.00,12.50,0.00,0.00,12.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,12.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,0.00,0.00
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,Game3-england-italy-23,3WKGUBL7SZM3PGRJHB4GGW0MC7IL4K,14765,Game3-england-italy,Train,Game3-england-italy-23,54,Why you pretending to not know who I am?,england-Game3,Game3-england-italy-22,Truth,Truth,italy-Game3,54,23,1901,3,3,0,Straightforward,9,40,100,48.0,18107,1.0,1.0,1.0,1.0,9,1.00,50.00,99.00,25.77,9.00,11.11,100.00,77.78,33.33,22.22,11.11,0.00,11.11,0.00,0.00,11.11,0.00,11.11,11.11,11.11,0.00,11.11,22.22,0.00,0.00,22.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.22,0.00,0.00,0.00,0.00,44.44,22.22,11.11,0.00,0.00,0.00,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.11,0.00,0.00,0.00,0.00,11.11,0.00,0.00,0.00,0.00,0.00,0.00
0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,Game3-england-italy-25,3R868ACW4SC36L17RDXQX08NHLUZGZ,14767,Game3-england-italy,Train,Game3-england-italy-25,56,I was trying to keep the press clear (and trying to pretend to myself I didn't know who you were either) in case it impacted the study.,italy-Game3,Game3-england-italy-24,Truth,Truth,england-Game3,56,25,1901,3,3,0,Straightforward,27,135,85,12.0,5989,1.0,1.0,1.0,1.0,27,56.91,13.32,92.47,25.77,27.00,7.41,92.59,59.26,22.22,14.81,11.11,0.00,3.70,0.00,0.00,7.41,7.41,14.81,11.11,0.00,3.70,3.70,25.93,7.41,3.70,3.70,0.00,3.70,0.00,0.00,0.00,0.00,0.00,0.00,7.41,0.00,0.00,0.00,0.00,25.93,7.41,0.00,0.00,7.41,3.70,7.41,7.41,3.70,0.00,3.70,0.00,0.00,0.00,0.00,0.00,7.41,0.00,7.41,0.00,0.00,0.00,11.11,7.41,0.00,3.70,0.00,3.70,0.00,3.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.81,3.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.70,7.41,0.00
0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,Game3-england-italy-26,3Z3R5YC0P3N169WDA12QTR7UVADTFJ,14768,Game3-england-italy,Train,Game3-england-italy-26,57,"I can sing Diplomatic Ballads to you if you prefer, my Shakespeare.",italy-Game3,Game3-england-italy-25,Truth,Truth,england-Game3,57,26,1901,3,3,0,Straightforward,12,67,48,49.0,18434,1.0,0.0,1.0,1.0,12,6.95,79.76,74.76,1.00,12.00,25.00,91.67,58.33,33.33,33.33,16.67,0.00,16.67,0.00,0.00,0.00,0.00,8.33,8.33,0.00,8.33,0.00,8.33,0.00,0.00,0.00,0.00,0.00,8.33,0.00,8.33,8.33,0.00,0.00,16.67,0.00,0.00,0.00,0.00,16.67,8.33,0.00,16.67,8.33,0.00,8.33,8.33,0.00,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,0.00,8.33,8.33,0.00,0.00,8.33,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,8.33,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,Game3-england-italy-34,375VMB7D4JJEZB26PJ8WRK208GGDIA,14780,Game3-england-italy,Train,Game3-england-italy-34,229,"Everyone seems to be doing classic openings at this point, and I'm watching your, German and Russian units converging on your usual territories there.",italy-Game3,Game3-england-italy-33,Truth,Truth,england-Game3,229,34,1901,3,3,0,Straightforward,24,150,5,34.0,17284,1.0,1.0,0.0,0.0,24,18.82,95.20,98.01,25.77,24.00,29.17,83.33,54.17,20.83,12.50,4.17,0.00,8.33,0.00,0.00,8.33,0.00,12.50,12.50,4.17,8.33,0.00,20.83,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,0.00,0.00,0.00,0.00,8.33,4.17,0.00,0.00,4.17,4.17,0.00,4.17,4.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,0.00,25.00,0.00,20.83,4.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,4.17,8.33,0.00,0.00,0.00,0.00,0.00,0.00,4.17,0.00,0.00
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,Game3-england-italy-39,3M67TQBQQHONQ36R1FBHOQVR4NZ9AO,14789,Game3-england-italy,Train,Game3-england-italy-39,234,"Sad to admit, you just don't have what I look for in a life partner.",italy-Game3,Game3-england-italy-38,Truth,Truth,england-Game3,234,39,1901,3,3,0,Straightforward,15,68,92,64.0,15927,1.0,1.0,1.0,1.0,15,52.71,90.87,43.37,1.00,15.00,6.67,100.00,66.67,20.00,13.33,6.67,0.00,6.67,0.00,0.00,6.67,6.67,20.00,13.33,6.67,0.00,6.67,26.67,6.67,0.00,6.67,0.00,0.00,6.67,0.00,6.67,0.00,0.00,6.67,20.00,0.00,6.67,0.00,0.00,6.67,6.67,0.00,0.00,0.00,0.00,0.00,6.67,6.67,0.00,0.00,6.67,0.00,6.67,0.00,0.00,6.67,6.67,0.00,0.00,0.00,0.00,0.00,26.67,0.00,6.67,0.00,6.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,6.67,6.67,0.00,0.00,0.00,0.00,0.00,0.00,6.67,0.00,0.00
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Game3-england-italy-45,32CXT5U14G37R71F2SMUOVCARK6U8T,14797,Game3-england-italy,Train,Game3-england-italy-45,240,"Well, to be fair I'm the knight in my relationship :3",italy-Game3,Game3-england-italy-44,Truth,Truth,england-Game3,240,45,1901,3,3,0,Straightforward,11,53,54,36.0,19257,1.0,1.0,1.0,1.0,11,57.84,50.00,85.21,99.00,11.00,9.09,90.91,63.64,18.18,18.18,18.18,0.00,0.00,0.00,0.00,0.00,9.09,18.18,18.18,9.09,0.00,0.00,18.18,9.09,0.00,0.00,9.09,0.00,18.18,18.18,0.00,0.00,0.00,0.00,18.18,0.00,0.00,0.00,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.09,9.09,0.00,0.00,0.00,0.00,0.00,18.18,0.00,9.09,0.00,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.09,0.00,0.00,0.00,9.09,0.00,27.27,0.00,9.09,9.09,0.00,0.00,0.00,0.00,0.00,9.09,0.00,0.00
0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,Game3-england-italy-56,3A3KKYU7P3HZ40SORTBEB1Y2W56WMI,14809,Game3-england-italy,Train,Game3-england-italy-56,263,Hey do you know if russia has alliance with Turkey or austria?,england-Game3,Game3-england-italy-55,Truth,Truth,italy-Game3,263,56,1901,3,3,0,Straightforward,12,62,64,40.0,19571,1.0,1.0,1.0,1.0,12,18.82,79.76,23.51,25.77,12.00,16.67,75.00,50.00,8.33,8.33,0.00,0.00,8.33,0.00,0.00,0.00,0.00,8.33,16.67,0.00,16.67,0.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,0.00,0.00,0.00,0.00,25.00,8.33,0.00,8.33,16.67,0.00,16.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.33,8.33,0.00,0.00,0.00,0.00,0.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.33,0.00,0.00,0.00,0.00,0.00,8.33,0.00,0.00,0.00,0.00,8.33,0.00,0.00,0.00,0.00,0.00,0.00
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,Game3-england-italy-62,3GS542CVJVNQKXUA6JK0GFF5C9U95E,14818,Game3-england-italy,Train,Game3-england-italy-62,290,Cuz if France is not lying to me you will have some problems in the med fairly soon,england-Game3,Game3-england-italy-61,Truth,Lie,italy-Game3,290,62,1901,3,3,0,Cassandra,18,83,3,22.0,10755,1.0,1.0,1.0,1.0,18,18.82,28.91,23.51,1.00,18.00,5.56,88.89,66.67,11.11,11.11,5.56,0.00,5.56,0.00,0.00,0.00,5.56,11.11,16.67,5.56,11.11,5.56,22.22,0.00,0.00,0.00,0.00,5.56,11.11,0.00,11.11,0.00,5.56,0.00,11.11,0.00,0.00,0.00,0.00,33.33,0.00,5.56,11.11,16.67,0.00,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.56,0.00,0.00,0.00,0.00,5.56,0.00,11.11,11.11,11.11,0.00,5.56,5.56,0.00,0.00,0.00,0.00,0.00,0.00,5.56,0.00,5.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Game3-england-italy-65,3Y3CZJSZ9KTWOXQW00KM70FZIV7R5Q,14824,Game3-england-italy,Train,Game3-england-italy-65,330,Don't sell yourself *short* my dear ;),england-Game3,Game3-england-italy-64,Truth,Truth,italy-Game3,330,65,1901,3,3,0,Straightforward,7,38,86,,20127,1.0,1.0,1.0,1.0,7,1.00,92.33,89.63,99.00,7.00,14.29,100.00,42.86,28.57,28.57,14.29,0.00,14.29,0.00,0.00,0.00,0.00,0.00,14.29,0.00,0.00,14.29,28.57,14.29,0.00,0.00,0.00,0.00,14.29,14.29,0.00,0.00,0.00,0.00,28.57,0.00,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29,14.29,0.00,0.00,0.00,0.00,0.00,28.57,0.00,14.29,0.00,14.29,0.00,0.00,0.00,0.00,14.29,0.00,0.00,14.29,0.00,14.29,0.00,0.00,0.00,42.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29,0.00,28.57
0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,Game3-england-italy-73,36KM3FWE3RCNB7KGUGG4LOS80BW079,14836,Game3-england-italy,Train,Game3-england-italy-73,437,"Hello King England, can I ask how your three-way ended up going?",italy-Game3,Game3-england-italy-72,Truth,Truth,england-Game3,437,73,1902,4,3,-1,Straightforward,12,64,84,33.0,12633,1.0,1.0,1.0,1.0,13,24.14,99.00,99.00,25.77,13.00,7.69,92.31,38.46,15.38,15.38,7.69,0.00,7.69,0.00,0.00,0.00,0.00,7.69,7.69,7.69,7.69,0.00,23.08,0.00,0.00,7.69,7.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.77,0.00,0.00,0.00,7.69,7.69,0.00,7.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.08,7.69,0.00,15.38,0.00,0.00,7.69,15.38,7.69,30.77,7.69,15.38,7.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.08,0.00,7.69,0.00,0.00,7.69,0.00,7.69,0.00,0.00,0.00,0.00
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Game3-england-italy-74,3FVBZG9CLJEK4WQS7P2GC1H2EES0HB,14839,Game3-england-italy,Train,Game3-england-italy-74,444,I'm left with no choice but to work on getting a solid footing in scandi with germany,england-Game3,Game3-england-italy-73,Truth,Truth,italy-Game3,444,74,1902,5,6,1,Straightforward,17,85,4,28.0,4685,1.0,1.0,1.0,1.0,17,99.00,3.89,99.00,25.77,17.00,17.65,76.47,52.94,5.88,5.88,5.88,0.00,0.00,0.00,0.00,0.00,5.88,29.41,5.88,0.00,5.88,5.88,17.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.76,5.88,0.00,0.00,0.00,0.00,5.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.76,0.00,5.88,0.00,5.88,0.00,5.88,11.76,0.00,17.65,0.00,17.65,0.00,5.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.88,0.00,0.00
0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Game3-england-italy-75,3OJX0UFJ0Z775CKP7KS8OR7LBQPU9J,14841,Game3-england-italy,Train,Game3-england-italy-75,450,"I keep seeing him around - it feels like he's talking to someone, it's just not me...  





Heard anything new from France?",italy-Game3,Game3-england-italy-74,Truth,Truth,england-Game3,450,75,1902,4,3,-1,Straightforward,22,120,79,46.0,17008,1.0,1.0,1.0,1.0,21,5.89,68.29,37.24,25.77,10.50,14.29,95.24,66.67,38.10,19.05,9.52,0.00,0.00,9.52,0.00,19.05,0.00,19.05,9.52,9.52,0.00,4.76,33.33,4.76,4.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.81,0.00,0.00,0.00,9.52,19.05,4.76,0.00,0.00,9.52,0.00,4.76,14.29,4.76,4.76,4.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.76,19.05,0.00,9.52,0.00,4.76,4.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38.10,14.29,4.76,0.00,0.00,4.76,0.00,4.76,0.00,9.52,0.00,0.00
0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,Game3-england-italy-77,334ZEL5JX6FUXMWRK4GQ6GKMLSQSOF,14845,Game3-england-italy,Train,Game3-england-italy-77,458,Why did you think France was moving into the Med?,italy-Game3,Game3-england-italy-76,Truth,Truth,england-Game3,458,77,1902,4,3,-1,Straightforward,10,49,37,50.0,18776,0.0,0.0,0.0,0.0,10,52.71,97.69,93.30,25.77,10.00,0.00,80.00,60.00,10.00,10.00,0.00,0.00,10.00,0.00,0.00,0.00,10.00,10.00,20.00,10.00,0.00,0.00,40.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,20.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,10.00,0.00,20.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00
0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,Game3-england-italy-80,36GJS3V78VQD66W39RU496KXYNIGJW,14850,Game3-england-italy,Train,Game3-england-italy-80,466,"I was curious what he'd actually said, lies or no.",italy-Game3,Game3-england-italy-79,Truth,Truth,england-Game3,466,80,1902,4,3,-1,Straightforward,10,50,68,1.0,14642,1.0,1.0,1.0,1.0,10,1.00,2.31,93.30,1.00,10.00,20.00,100.00,70.00,30.00,20.00,10.00,0.00,0.00,10.00,0.00,10.00,0.00,0.00,20.00,10.00,10.00,10.00,30.00,0.00,0.00,10.00,0.00,0.00,10.00,0.00,10.00,0.00,10.00,0.00,20.00,0.00,0.00,0.00,10.00,30.00,10.00,0.00,0.00,10.00,0.00,20.00,10.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,Game3-england-italy-82,3ZC62PVYDHAPNCWIF599O1S7CBVXXV,14852,Game3-england-italy,Train,Game3-england-italy-82,468,Oh that he agrees to the western triple and that he was going south.,england-Game3,Game3-england-italy-81,Truth,Truth,italy-Game3,468,82,1902,5,6,1,Straightforward,14,68,91,26.0,9022,1.0,1.0,,1.0,14,29.30,92.33,1.06,99.00,14.00,7.14,100.00,57.14,28.57,14.29,0.00,0.00,0.00,14.29,0.00,14.29,7.14,7.14,7.14,0.00,7.14,0.00,14.29,0.00,0.00,0.00,0.00,7.14,7.14,7.14,0.00,0.00,0.00,0.00,14.29,0.00,0.00,0.00,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.14,0.00,7.14,21.43,7.14,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.14,0.00,0.00,0.00,7.14,0.00,7.14,7.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,Game3-england-italy-86,3IZPORCT1F984QAR12LVWXIPN4THRS,14861,Game3-england-italy,Train,Game3-england-italy-86,621,"Words of support I could build a house out of, but no tangible promises no.",italy-Game3,Game3-england-italy-85,Truth,Truth,england-Game3,621,86,1902,4,3,-1,Straightforward,15,75,68,41.0,19800,1.0,1.0,1.0,1.0,15,84.62,1.00,10.08,99.00,15.00,20.00,80.00,60.00,6.67,6.67,6.67,0.00,0.00,0.00,0.00,0.00,6.67,20.00,6.67,0.00,6.67,13.33,13.33,0.00,0.00,0.00,0.00,0.00,13.33,13.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,0.00,6.67,0.00,6.67,6.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.67,0.00,6.67,0.00,6.67,0.00,0.00,0.00,6.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.33,6.67,6.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,Game3-england-italy-89,338GLSUI43B0R9JYL1X0JMB8TRXFSE,14867,Game3-england-italy,Train,Game3-england-italy-89,829,I can pull france away from you so ya'll  could do a lepanto,england-Game3,Game3-england-italy-88,Truth,Truth,italy-Game3,829,89,1903,7,9,2,Straightforward,13,60,26,34.0,18087,1.0,1.0,1.0,0.0,13,10.57,98.93,17.46,25.77,13.00,7.69,84.62,76.92,23.08,23.08,7.69,0.00,15.38,0.00,0.00,0.00,7.69,15.38,23.08,7.69,7.69,0.00,23.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.38,0.00,0.00,0.00,0.00,7.69,0.00,0.00,7.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.38,0.00,15.38,7.69,7.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.69,0.00,0.00
0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,Game3-england-italy-90,39O6Z4JLX2XXJNRNFQ8R0GVMW0TVXW,14868,Game3-england-italy,Train,Game3-england-italy-90,834,"We're concerned about Russia and so we're playing nice with Turkey at the moment, but if we felt free to focus on cleaning up our yard I'm sure we could do that.",italy-Game3,Game3-england-italy-89,Truth,Truth,england-Game3,834,90,1903,5,3,-2,Straightforward,32,161,66,86.0,14603,1.0,1.0,0.0,1.0,32,30.41,98.49,35.37,99.00,32.00,9.38,90.62,62.50,21.88,18.75,3.12,15.62,0.00,0.00,0.00,3.12,3.12,18.75,9.38,6.25,12.50,0.00,25.00,6.25,0.00,0.00,0.00,0.00,15.62,12.50,0.00,0.00,0.00,0.00,15.62,0.00,0.00,0.00,0.00,15.62,3.12,0.00,6.25,3.12,3.12,6.25,3.12,0.00,0.00,3.12,0.00,0.00,0.00,0.00,0.00,18.75,15.62,0.00,3.12,0.00,0.00,3.12,12.50,0.00,12.50,0.00,9.38,3.12,0.00,6.25,3.12,3.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.62,3.12,3.12,0.00,0.00,0.00,0.00,0.00,0.00,9.38,0.00,0.00
0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,Game3-england-italy-90,3VCK0Q0PO5ECESC3ANXTHLEY0Q2N08,14869,Game3-england-italy,Train,Game3-england-italy-90,834,"I'd feel more comfortable turning my back though, if I could be assured France wasn't waiting to drive a dagger into it.",italy-Game3,Game3-england-italy-89,Truth,Truth,england-Game3,834,90,1903,5,3,-2,Straightforward,22,120,32,52.0,13927,1.0,1.0,1.0,1.0,22,4.01,1.00,99.00,99.00,22.00,18.18,86.36,59.09,18.18,13.64,13.64,0.00,0.00,0.00,0.00,4.55,4.55,9.09,18.18,9.09,9.09,4.55,27.27,9.09,4.55,0.00,0.00,4.55,9.09,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.27,4.55,0.00,9.09,4.55,4.55,13.64,4.55,0.00,0.00,4.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.55,9.09,0.00,18.18,4.55,9.09,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.18,4.55,4.55,0.00,0.00,0.00,0.00,0.00,0.00,9.09,0.00,0.00
0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,Game3-england-italy-90,3YGE63DIN8X21MLH2OOGD4RPT290WF,14870,Game3-england-italy,Train,Game3-england-italy-90,834,Perhaps we should resolve the Western Question first?,italy-Game3,Game3-england-italy-89,Truth,Truth,england-Game3,834,90,1903,5,3,-2,Straightforward,8,53,40,70.0,10080,0.0,1.0,1.0,1.0,8,38.60,99.00,99.00,99.00,8.00,50.00,100.00,50.00,12.50,12.50,0.00,12.50,0.00,0.00,0.00,0.00,12.50,0.00,12.50,12.50,0.00,0.00,12.50,0.00,0.00,0.00,12.50,0.00,12.50,12.50,0.00,0.00,0.00,0.00,25.00,0.00,0.00,0.00,0.00,50.00,25.00,0.00,12.50,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37.50,12.50,25.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,0.00,12.50,12.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,0.00,0.00,0.00,0.00,12.50,0.00,0.00,0.00,0.00,0.00,0.00
0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,Game3-england-italy-91,3SBX2M1TKDNEGD7W9GCCXIZGMD14QO,14873,Game3-england-italy,Train,Game3-england-italy-91,842,And he is very interested in dealing with the Sultan.,england-Game3,Game3-england-italy-90,Truth,Truth,italy-Game3,842,91,1903,7,9,2,Straightforward,10,53,31,3.0,18558,1.0,1.0,1.0,1.0,10,78.30,84.14,1.00,99.00,10.00,20.00,80.00,70.00,10.00,10.00,0.00,0.00,0.00,10.00,0.00,0.00,10.00,20.00,10.00,10.00,10.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,10.00,10.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,10.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
