,feature_politeness_==Please==,feature_politeness_==Please_start==,feature_politeness_==HASHEDGE==,feature_politeness_==Indirect_(btw)==,feature_politeness_==Hedges==,feature_politeness_==Factuality==,feature_politeness_==Deference==,feature_politeness_==Gratitude==,feature_politeness_==Apologizing==,feature_politeness_==1st_person_pl.==,feature_politeness_==1st_person==,feature_politeness_==1st_person_start==,feature_politeness_==2nd_person==,feature_politeness_==2nd_person_start==,feature_politeness_==Indirect_(greeting)==,feature_politeness_==Direct_question==,feature_politeness_==Direct_start==,feature_politeness_==HASPOSITIVE==,feature_politeness_==HASNEGATIVE==,feature_politeness_==SUBJUNCTIVE==,feature_politeness_==INDICATIVE==,msg_id
Game3-austria-germany-68,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,Game3-austria-germany-68
Game3-austria-germany-70,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,Game3-austria-germany-70
Game3-austria-germany-71,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Game3-austria-germany-71
Game3-austria-germany-72,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,Game3-austria-germany-72
Game3-austria-germany-73,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,Game3-austria-germany-73
Game3-austria-germany-74,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,Game3-austria-germany-74
Game3-austria-germany-78,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,Game3-austria-germany-78
Game3-austria-germany-79,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,Game3-austria-germany-79
Game3-austria-germany-80,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,Game3-austria-germany-80
Game3-austria-germany-81,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,Game3-austria-germany-81
Game3-austria-germany-84,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Game3-austria-germany-84
Game3-austria-germany-85,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Game3-austria-germany-85
Game3-austria-germany-86,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,Game3-austria-germany-86
Game3-austria-germany-87,0,0,1,0,1,1,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,Game3-austria-germany-87
Game3-austria-germany-88,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,Game3-austria-germany-88
Game3-austria-germany-89,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,Game3-austria-germany-89
Game3-austria-germany-91,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,Game3-austria-germany-91
Game3-austria-germany-93,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,Game3-austria-germany-93
Game3-austria-germany-94,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,Game3-austria-germany-94
Game3-austria-germany-95,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,Game3-austria-germany-95
Game3-austria-germany-97,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Game3-austria-germany-97
Game3-austria-germany-98,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,Game3-austria-germany-98
Game3-austria-germany-103,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Game3-austria-germany-103
Game3-austria-germany-106,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,Game3-austria-germany-106
Game3-austria-germany-108,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,Game3-austria-germany-108
Game3-austria-germany-110,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,Game3-austria-germany-110
Game3-austria-germany-112,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,Game3-austria-germany-112
Game3-austria-germany-114,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,Game3-austria-germany-114
Game3-austria-germany-115,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Game3-austria-germany-115
Game3-austria-germany-116,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,Game3-austria-germany-116
Game3-austria-germany-117,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,Game3-austria-germany-117
Game3-austria-germany-119,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,Game3-austria-germany-119
Game3-austria-germany-120,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,Game3-austria-germany-120
Game3-austria-germany-121,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,Game3-austria-germany-121
Game3-austria-germany-122,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Game3-austria-germany-122
Game3-austria-germany-123,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Game3-austria-germany-123
Game3-austria-germany-125,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,Game3-austria-germany-125
Game3-austria-germany-126,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,Game3-austria-germany-126
Game3-austria-germany-128,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,Game3-austria-germany-128
Game3-austria-germany-132,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Game3-austria-germany-132
Game3-austria-germany-133,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,Game3-austria-germany-133
Game3-austria-germany-135,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Game3-austria-germany-135
Game3-austria-germany-136,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,Game3-austria-germany-136
Game3-austria-germany-137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Game3-austria-germany-137
Game3-austria-germany-139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Game3-austria-germany-139
Game3-austria-germany-141,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Game3-austria-germany-141
Game3-austria-germany-142,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,Game3-austria-germany-142
Game3-austria-germany-144,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,Game3-austria-germany-144
Game3-austria-germany-146,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Game3-austria-germany-146
Game3-austria-germany-147,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Game3-austria-germany-147
Game3-germany-russia-0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,Game3-germany-russia-0
Game3-germany-russia-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,Game3-germany-russia-1
Game3-germany-russia-2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Game3-germany-russia-2
Game3-germany-russia-3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Game3-germany-russia-3
Game3-germany-russia-4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Game3-germany-russia-4
Game3-germany-russia-5,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,Game3-germany-russia-5
Game3-germany-russia-6,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,Game3-germany-russia-6
Game3-england-germany-0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,Game3-england-germany-0
Game3-england-germany-6,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,Game3-england-germany-6
Game3-england-germany-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Game3-england-germany-7
Game3-england-germany-12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Game3-england-germany-12
Game3-england-germany-15,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,Game3-england-germany-15
Game3-england-germany-17,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,Game3-england-germany-17
Game3-england-germany-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Game3-england-germany-18
Game3-england-germany-19,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,Game3-england-germany-19
Game3-england-germany-20,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,Game3-england-germany-20
Game3-england-germany-22,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,Game3-england-germany-22
Game3-england-germany-24,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Game3-england-germany-24
Game3-england-germany-27,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Game3-england-germany-27
Game3-england-germany-28,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,Game3-england-germany-28
Game3-england-germany-29,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Game3-england-germany-29
Game3-england-germany-30,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Game3-england-germany-30
Game3-england-germany-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Game3-england-germany-31
Game3-england-germany-32,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Game3-england-germany-32
Game3-england-germany-33,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,Game3-england-germany-33
Game3-england-germany-34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Game3-england-germany-34
Game3-england-germany-35,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,Game3-england-germany-35
Game3-england-germany-36,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,Game3-england-germany-36
Game3-england-germany-37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Game3-england-germany-37
Game3-england-germany-38,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,Game3-england-germany-38
Game3-england-germany-39,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Game3-england-germany-39
Game3-england-germany-40,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Game3-england-germany-40
Game3-england-germany-44,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,Game3-england-germany-44
Game3-england-germany-45,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,Game3-england-germany-45
Game3-england-germany-47,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,Game3-england-germany-47
Game3-england-germany-48,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Game3-england-germany-48
Game3-england-germany-49,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,Game3-england-germany-49
Game3-england-germany-50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Game3-england-germany-50
Game3-england-germany-51,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,Game3-england-germany-51
Game3-england-germany-53,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,Game3-england-germany-53
Game3-england-germany-54,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,Game3-england-germany-54
Game3-england-germany-57,0,1,1,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,1,0,0,Game3-england-germany-57
Game3-england-germany-58,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Game3-england-germany-58
Game3-england-germany-60,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,Game3-england-germany-60
Game3-england-germany-61,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,Game3-england-germany-61
Game3-england-germany-62,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,Game3-england-germany-62
Game3-england-germany-64,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,Game3-england-germany-64
Game3-england-germany-66,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,Game3-england-germany-66
Game3-england-germany-68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Game3-england-germany-68
Game3-england-germany-69,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Game3-england-germany-69
Game3-england-germany-70,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Game3-england-germany-70
Game3-england-germany-72,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Game3-england-germany-72
Game3-england-germany-73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Game3-england-germany-73
Game3-england-germany-74,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,Game3-england-germany-74
Game3-england-germany-76,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,1,1,0,0,Game3-england-germany-76
Game3-england-germany-77,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,Game3-england-germany-77
Game3-england-germany-78,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,Game3-england-germany-78
Game3-england-germany-81,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,Game3-england-germany-81
Game3-england-germany-82,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,Game3-england-germany-82
Game3-england-germany-83,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,Game3-england-germany-83
Game3-england-germany-84,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,Game3-england-germany-84
Game3-england-germany-85,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,Game3-england-germany-85
Game3-england-germany-86,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,Game3-england-germany-86
Game3-england-germany-87,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,Game3-england-germany-87
Game3-england-germany-88,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,Game3-england-germany-88
Game3-england-germany-89,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Game3-england-germany-89
Game3-england-germany-91,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Game3-england-germany-91
Game3-england-germany-92,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Game3-england-germany-92
Game3-england-germany-93,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,Game3-england-germany-93
Game3-england-germany-97,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,Game3-england-germany-97
Game3-england-germany-98,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,Game3-england-germany-98
Game3-england-germany-100,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,Game3-england-germany-100
Game3-england-germany-101,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,Game3-england-germany-101
Game3-england-germany-103,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Game3-england-germany-103
Game3-england-germany-104,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Game3-england-germany-104
Game3-england-germany-105,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,Game3-england-germany-105
Game3-england-germany-107,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,1,1,1,0,0,Game3-england-germany-107
Game3-england-germany-110,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Game3-england-germany-110
Game3-england-germany-111,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Game3-england-germany-111
Game3-england-germany-112,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Game3-england-germany-112
Game3-england-germany-113,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,Game3-england-germany-113
Game3-england-germany-114,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,Game3-england-germany-114
Game3-england-germany-116,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Game3-england-germany-116
Game3-england-germany-117,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,Game3-england-germany-117
Game3-england-germany-118,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Game3-england-germany-118
Game3-england-germany-122,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,Game3-england-germany-122
Game3-england-germany-123,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,Game3-england-germany-123
Game3-england-germany-126,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,Game3-england-germany-126
Game3-england-germany-127,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,Game3-england-germany-127
Game3-england-germany-128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Game3-england-germany-128
Game3-england-germany-129,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,Game3-england-germany-129
Game3-england-germany-132,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,Game3-england-germany-132
Game3-england-germany-133,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,Game3-england-germany-133
Game3-england-germany-135,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,Game3-england-germany-135
Game3-england-germany-136,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Game3-england-germany-136
Game3-england-germany-142,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Game3-england-germany-142
Game3-england-germany-143,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,Game3-england-germany-143
Game3-england-germany-145,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Game3-england-germany-145
Game3-england-germany-146,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,Game3-england-germany-146
Game3-england-germany-148,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Game3-england-germany-148
Game3-england-germany-149,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Game3-england-germany-149
Game3-england-germany-153,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,Game3-england-germany-153
Game3-england-germany-154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Game3-england-germany-154
Game3-england-germany-155,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Game3-england-germany-155
Game3-england-germany-156,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,Game3-england-germany-156
Game3-england-germany-157,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Game3-england-germany-157
Game3-england-germany-160,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,Game3-england-germany-160
Game3-england-germany-163,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,Game3-england-germany-163
Game3-england-germany-165,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,Game3-england-germany-165
Game3-england-germany-166,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,Game3-england-germany-166
Game3-england-germany-169,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Game3-england-germany-169
Game3-england-germany-170,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,Game3-england-germany-170
Game3-england-germany-171,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Game3-england-germany-171
Game3-england-germany-173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Game3-england-germany-173
Game3-england-germany-175,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,Game3-england-germany-175
Game3-england-germany-176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Game3-england-germany-176
Game3-england-germany-177,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Game3-england-germany-177
Game3-england-germany-179,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Game3-england-germany-179
Game3-england-germany-182,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Game3-england-germany-182
Game3-england-germany-186,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,Game3-england-germany-186
Game3-england-germany-188,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Game3-england-germany-188
Game3-england-germany-189,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,Game3-england-germany-189
Game3-england-germany-191,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,Game3-england-germany-191
Game3-england-germany-192,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Game3-england-germany-192
Game3-england-germany-193,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Game3-england-germany-193
Game3-england-germany-194,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,Game3-england-germany-194
Game3-england-germany-197,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Game3-england-germany-197
Game3-england-germany-198,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,Game3-england-germany-198
Game3-england-germany-199,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,Game3-england-germany-199
Game3-england-germany-201,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Game3-england-germany-201
Game3-england-germany-202,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Game3-england-germany-202
Game3-england-germany-203,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,Game3-england-germany-203
Game3-england-germany-206,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,0,Game3-england-germany-206
Game3-england-germany-207,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,Game3-england-germany-207
Game3-england-germany-208,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Game3-england-germany-208
Game3-england-germany-213,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Game3-england-germany-213
Game3-england-germany-215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Game3-england-germany-215
Game3-england-germany-216,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,Game3-england-germany-216
Game3-england-germany-217,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Game3-england-germany-217
Game3-england-germany-218,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Game3-england-germany-218
Game3-england-germany-220,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Game3-england-germany-220
Game3-england-germany-223,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,Game3-england-germany-223
Game3-england-germany-224,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,Game3-england-germany-224
Game3-england-germany-225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Game3-england-germany-225
Game3-england-germany-226,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Game3-england-germany-226
Game3-england-germany-227,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Game3-england-germany-227
Game3-england-germany-228,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Game3-england-germany-228
Game3-england-germany-229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Game3-england-germany-229
Game3-england-germany-230,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Game3-england-germany-230
Game3-england-germany-231,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,Game3-england-germany-231
Game3-england-germany-232,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Game3-england-germany-232
Game3-england-germany-233,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Game3-england-germany-233
Game3-england-germany-235,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,Game3-england-germany-235
Game3-england-germany-236,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Game3-england-germany-236
Game3-england-germany-238,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Game3-england-germany-238
Game3-england-germany-239,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,Game3-england-germany-239
Game3-england-germany-240,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,Game3-england-germany-240
Game3-england-germany-241,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,Game3-england-germany-241
Game3-england-germany-242,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Game3-england-germany-242
Game3-england-germany-244,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,Game3-england-germany-244
Game3-england-germany-245,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,Game3-england-germany-245
